,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
896,Guatemala,la esperanza,11/23/0368,beneficio ixchel,11/23/0368,"unex guatemala, s.a.",190164,huehuetenango,"AGRICOLA EL PILAR, SA.",25,69 kg,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,81.58,0.12,0,0.0,Green,0,"June 1st, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
897,Taiwan,baishengcun coffee 百勝村咖啡莊園,2016 Washed,baishengcun coffee 百勝村咖啡莊園,Taiwan,taiwan coffee laboratory,800,natou county,蘇晉寬 Su Jin Kuan,20,50 kg,Specialty Coffee Association,2016,"July 15th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,81.58,0.1,0,0.0,Blue-Green,0,"July 15th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
898,Costa Rica,cafetalera aquiares,,cafetalera aquiares,5-025-024/25,"ceca,s.a.",1.3,turrialba,Cafetalera Aquiares,250,69 kg,Specialty Coffee Association of Costa Rica,2015,"February 3rd, 2015","CECA, S.A.",Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,81.58,0.12,0,0.0,Green,1,"February 3rd, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9
899,"Tanzania, United Republic Of",acacia hills,,acacia hills ltd,C30,acacia hills ltd,1800,"oldeani , mongola",Acacia Hills Ltd,100,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Acacia Hills Ltd,Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,0,0.0,Green,5,"December 18th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea
900,Malawi,kavuzi,,mzuzu coffee coop union,C13,mzuzu coffee planters coop union,1100m,mzuzu,Mzuzu Coffee Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.58,0.13,0,0.0,Green,0,"October 31st, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea
901,Taiwan,jacob's estate 雅谷咖啡,,jacob's estate 雅谷咖啡,Taiwan,"red on tree co., ltd.",850 m,natou county,CHIU WEI LUN 邱偉倫,50,20 kg,Specialty Coffee Association,2014,"August 25th, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,7.0,81.58,0.0,0,0.0,,0,"August 25th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
902,Brazil,rio verde,,ipanema coffees,002/1660/0058,ipanema coffees,1260,south of minas,Ipanema Coffees,300,60 kg,NUCOFFEE,2013/2014,"November 6th, 2013",Ipanema Coffees,Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,81.58,0.12,0,0.0,Blue-Green,3,"November 6th, 2014",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d
903,Guatemala,el morito,,beneficio ixchel,11/23/1014,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,7.17,81.58,0.12,0,0.0,Green,1,"July 16th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
904,Mexico,union ramal santa cruz,,union ramal santa cruz,2496,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,7.33,81.58,0.12,0,0.0,Green,9,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
905,Mexico,las nubes - pante don jaime,,,PCO-031106-CF7,finca santa cruz,1600,la concordia,LUIS ANTONIO LOPEZ AGUILAR,28,1 kg,AMECAFE,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.58,0.11,0,0.0,,0,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
906,Mexico,santa cruz - pante don jaime,,,PCO-031106-CF7,finca santa cruz,1650,la concordia,ENRIQUE EDUARDO LOPEZ AGUILAR,28,1 kg,AMECAFE,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,7.67,81.58,0.11,0,0.0,,2,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
907,Thailand,"doi chaang coffee original co.,ltd",,peaberry,Thailand/Organic/FT/Peaberry/Crop 2011P,,4921ft,"doi chaang village, chiang rai, thialand",Doi Chaang Community Enterprise Piko,12,50 kg,Specialty Coffee Association,2011,"November 16th, 2011",Doi Chaang Coffee Company,,,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,7.33,81.58,0.01,0,0.0,,0,"November 15th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
908,Thailand,doi tung development project,,,,,,,,1,60 kg,Specialty Coffee Association,2011,"August 16th, 2011",Doi Tung Development Project,,,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,7.33,81.58,0.2,0,0.0,,0,"August 15th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
909,Costa Rica,,,,,,4500-6000 feet,tarrazu,CoopeTarrazu,1,60 kg,Specialty Coffee Association,,"June 14th, 2011",Benjamin Schmerler,,,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,7.25,81.58,0.0,0,0.0,,1,"June 13th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
910,Guatemala,las delicias,11/23/0688,beneficio ixchel,11/23/0688,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,50,69 kg,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,7.58,81.5,0.1,0,0.0,Green,0,"August 23rd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
911,Nicaragua,finca las marías,017-053-0211 / 017-053-0212,beneficio atlantic condega,017-053-0211 / 017-053-0212,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez :,550,69 kg,Instituto Hondureño del Café,2017,"June 20th, 2017","Exportadora Atlantic, S.A.",Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.33,81.5,0.11,0,0.0,Green,3,"June 20th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
912,Honduras,las cuchillas,98,cigrah,13-111-083,cigrah,1400,comayagua,NAHUN MALDONADO,275,69 kg,Instituto Hondureño del Café,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,7.33,81.5,0.1,0,0.0,Green,5,"June 3rd, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
913,Guatemala,las delicias,11/23/0367,beneficio ixchel,11/23/0367,"unex guatemala, s.a.",,santa rosa,AGRICOLA MONTE VERDE,50,69 kg,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,81.5,0.12,0,0.0,Green,0,"June 1st, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
914,Taiwan,谷泉咖啡莊園,,寶島咖啡,123,宸嶧國際,160-200m,古坑鄉荷包村尖山坑60號,劉易騰,123,2 kg,Blossom Valley International,2015,"September 17th, 2015",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,7.33,81.5,0.12,0,0.0,Green,2,"September 16th, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
915,Myanmar,mixed,,genius coffee estate,unspecified,"aung nay lin htun co., ltd",4000 ft,ywar ngan township,Genius Coffee Estate,1,1 kg,Coffee Quality Institute,2015,"July 17th, 2015",Genius Coffee,Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.42,81.5,0.0,0,0.0,Green,4,"July 16th, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc1cf4c2f4d7,0f62c9236e3ff5c4921da1e22a350aa99482779d
916,Costa Rica,several,,several,5-545-0006,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Beneficio la Eva S.A.,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"January 7th, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,81.5,0.12,1,0.0,Green,2,"January 7th, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9
917,Malawi,chinongo,,mzuzu coffee coop union,C18,mzuzu coffee planters coop union,1599m,mzuzu,Mzuzu Coffee Coop Union        ,15,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.5,0.12,0,0.0,Green,0,"November 4th, 2015",Africa Fine Coffee Association,78a435a6973d56b40414c7ae75a8b43e443e6e27,c4ab13415cdd69376a93780c0166e7b1a10481ea
918,Guatemala,various,,las americas,11/951/388,outspan guatemala s.a.,4000 psnm,oriente,VARIOS,250,69 kg,Asociacion Nacional Del Café,2014,"September 23rd, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,7.17,81.5,0.12,0,0.0,Green,0,"September 23rd, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
919,Taiwan,good mood coffee 馨晴咖啡        ,,good mood coffee 馨晴咖啡        ,Taiwan,"red on tree co., ltd.",900 m,natou county,HUANG MEI TAO 黃美桃        ,50,20 kg,Specialty Coffee Association,2014,"August 18th, 2014","Lin, Che-Hao Krude 林哲豪
",Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,7.5,81.5,0.11,0,0.0,Blue-Green,0,"August 18th, 2015",Specialty Coffee Association,d3ed2a8c1db69c87daef88f425dd0e8ef3216a39,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
920,Brazil,pereira estate coffee,,carapina armazens gerais,002/135-2/0276,exportadora de cafés carmo de minas ltda,1200,sul de minas,MARIA ROGERIA COSTA PEREIRA,300,60 kg,Specialty Coffee Association,2014,"July 29th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0.0,1,0.0,Green,1,"July 29th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
921,Haiti,mixed,,coopacvod,,haiti coffee,400-1250m,"dondon, haiti",Mixed,300,4 lbs,Specialty Coffee Association,2013,"May 5th, 2014",Myriam Kaplan-Pasternak,Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.5,0.11,0,0.0,Bluish-Green,0,"May 5th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
922,Taiwan,xu yuan zhang 徐源漳,,xu yuan zhang 徐源漳,,blossom valley宸嶧國際,600 m,taichung xinshe 台中市新社區,Xu yuan zhang 徐源漳,5,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,7.42,81.5,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
923,Mexico,nueva linda,,amsa tuxtla,2222,ecomtrading,1150,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,AMECAFE,2013,"March 11th, 2013",ALFREDO BOJALIL,Typica,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.25,81.5,0.13,0,0.0,Green,2,"March 11th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
924,Mexico,productor independiente guadalupe victoria,,amsa tuxtla,1506811628,ecomtrading,1600,amatenango de la frontera,JORGE HERNANDEZ MONTEJO,250,1 kg,AMECAFE,2012,"August 30th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,7.17,81.5,0.12,0,0.0,Green,5,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
925,Mexico,santa maria temaxcalapa,,santa maria temaxcalapa,0,,1100,temaxcalapa,ZENOBIO MARTINEZ CANO,30,1 kg,AMECAFE,2012,"August 29th, 2012",JOSE LUIS MUNOZ GUERRERO,Catuai,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,7.08,81.5,0.12,0,0.0,Green,10,"August 29th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
926,Mexico,canoa manzanillo,,canoa manzanillo,0,,1000,manzanillo,MANUEL DUARTE MUNGUIA,20,1 kg,AMECAFE,2012,"August 1st, 2012",JOSE LUIS MUNOZ GUERRERO,Typica,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.25,81.5,0.11,0,0.0,Green,6,"August 1st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
927,Mexico,hamburgo 7 arroyos,,finca hamburgo,1506546082,,1250,tapachula,TOMAS EDELMANN BLASS,50,80 kg,AMECAFE,2012,"July 26th, 2012",TOMAS EDELMANN BLASS,Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,7.5,81.5,0.13,0,0.0,Green,5,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
928,Mexico,el romance azul,,"el romnace azul, rio verde",1302919531,,1100,atoyac de alvarez,MARIA DE LA PAZ AGUILAR GUILLEN,15,1 kg,AMECAFE,2012,"July 26th, 2012",MARIA DE LA PAZ AGUILAR GUILLEN,Typica,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,7.42,81.5,0.11,0,0.0,Green,3,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
929,Indonesia,"ijen highland, east java",,pt. perkebunan nusantara xii,na,scai,1200-1600masl,ijen,PT. Perkebunan Nusantara XII,10,60 kg,Specialty Coffee Association of Indonesia,2012,"May 24th, 2012",Specialty Coffee Association of Indonesia,Other,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,7.17,81.5,0.12,0,0.0,Green,0,"May 24th, 2013",Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a
930,Brazil,sertao,,cocarive,002/1352/0099,exportadora de cafés carmo de minas ltda,1.25,sul de minas,Nazareth Dias Pereira,300,1 kg,NUCOFFEE,2012,"April 12th, 2012",Jacques Pereira Carneiro,Bourbon,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.17,81.5,0.12,0,0.0,Blue-Green,2,"April 12th, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d
931,Guatemala,chiquimulja / alpha cafe / senfro,,beneficio ixchel,11/23/0239,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1 kg,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,7.42,81.5,0.11,0,0.0,Green,1,"January 24th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
932,Colombia,,,,3-37-2759,,1050 - 1850,cauca,,250,70 kg,Almacafé,Abril - Julio,"September 7th, 2011",Racafe & Cia S.C.A,,,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.5,0.06,1,0.0,,0,"September 6th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
933,United States (Hawaii),,,,HDOA 210689,,,kona,,16,1,Specialty Coffee Association,,"June 29th, 2010",Kona Pacific Farmers Cooperative,,,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,10.0,7.33,81.5,0.0,0,0.0,,17,"June 29th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
934,Mexico,cafetal,016-1273-098,cafes tomari sa de cv,,cafes tomari sa de cv,1100,veracruz,Cafes tomari sa de cv,200,69 kg,Centro Agroecológico del Café A.C.,2017,"May 12th, 2017",CAFES TOMARI SA DE CV,Mundo Novo,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,7.25,81.42,0.12,1,5.0,Green,17,"May 12th, 2018",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386
935,Guatemala,nueva granada,11/326/14,beneficio nueva granada,11/326/14,"agricola nueva granada, s.a.",4500,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",450,69 kg,Asociacion Nacional Del Café,2016,"March 17th, 2016",Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,7.42,81.42,0.1,0,0.0,Green,0,"March 17th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
936,Brazil,fazenda rio brilhante,,17/18,002/1495/0134,cafebras comercio de cafés do brasil sa,1100,cerrado,INACIO URBAN,300,60 kg,Brazil Specialty Coffee Association,2015/2016,"December 3rd, 2015",Cafebras,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,7.5,81.42,0.11,0,0.0,Green,2,"December 2nd, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
937,Honduras,cerro bueno,,cadexsa,13-63-204,cadexsa,1400 msnm,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,7.25,81.42,0.12,0,0.0,Green,1,"May 11th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
938,Taiwan,山彎有機咖啡農場,,三彎農會,Taiwan台灣,宸嶧國際,110公尺,苗栗三灣,謝文品,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,7.08,81.42,0.12,0,0.0,Green,0,"November 23rd, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
939,Malawi,chimpumba,,mzuzu coffee coop union,C15,mzuzu coffee planters coop union,1422,mzuzu,Mzuzu Coffee Coop Union,12,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,7.42,81.42,0.12,0,0.0,Bluish-Green,0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea
940,Brazil,rio verde,,ipanema coffees,002/1660/0065,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2 kg,Specialty Coffee Association,2014/2015,"October 17th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,7.42,81.42,0.0,0,0.0,Green,0,"October 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
941,Guatemala,santo tomas pachuj,,humedo: finca santo tomas pachuj y seco: beneficio palinsa,11/752/02,cafcom,1550 mts.,"san lucas toliman, solola","PACHUJ, S. A.",250,69 kg,Asociacion Nacional Del Café,2014,"May 26th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,7.08,81.42,0.1,0,0.0,Green,6,"May 26th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
942,Mexico,various,,cafe gourmet de sierra azul sc,0016-2814-0001,globus coffee,1550 meter,siltepec el triunfo,various small producers,280,2 kg,Specialty Coffee Association,2014,"May 1st, 2014",Kurt Kappeli,Typica,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.33,81.42,0.0,1,0.0,Green,1,"May 1st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
943,Peru,,,,030-0218-2662,sustainable harvest,,puno,,280,5 lbs,Specialty Coffee Association,2013,"February 27th, 2014",Dane Loraas,,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.25,81.42,0.1,1,0.0,Bluish-Green,5,"February 27th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
944,Guatemala,la union monte verde,,beneficio ixchel,11/9772/3,"unex guatemala, s.a.",4300,oriente,OTTO BECKER,250,69 kg,Asociacion Nacional Del Café,2013,"October 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,7.08,81.42,0.12,0,0.0,Green,4,"October 7th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
945,Mexico,palantla,,"en chiatipan, municipio de huazalingo",1702771645,,763,"huazalingo, hidalgo","MARTINEZ BAUTISTA, NICOLAS",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.58,81.42,0.13,1,0.0,,8,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
946,Mexico,los brujos,,,F30002939,grupo cafetalero los brujos,1100,"coatepec, coatepec",MARIA DE LOUDES ANCIRA ELIZONDO,20,1 kg,AMECAFE,2012,"June 6th, 2012",GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Typica,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,7.25,81.42,0.13,0,0.0,,1,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
947,Colombia,,,trilladora boananza,3-68-0027,exportadora de cafe condor s.a,1750 m.s.n.m,huila,Exportadora de cafe condor s.a,250,70 kg,Almacafé,2011,"November 11th, 2011",Exportadora de Cafe Condor S.A,Caturra,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,7.17,81.42,0.11,0,0.0,Green,0,"November 10th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
